consolidated_outer_fold,candidate_id,variant,dimension,centroids_per_class,epochs,learning_rate,margin_threshold,levels,feature_k,seed,canonical_config_json,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1_sample,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,training_seconds,inference_seconds,model_bytes,status
1,candidate_001,hybrid,2000,2,1,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.883107090449948,0.7173297475739208,0.8529887045408462,0.8178085141882384,0.088310623356951,0.8193737211442068,0.8188090050835148,0.032809420064322,0.5918859000084922,0.0016304999880958,64000,COMPLETE
1,candidate_002,hybrid,2000,2,1,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.874253285543608,0.6391107078039927,0.8535715115198811,0.7889785016224939,0.1302006169809142,0.7884412035320452,0.7882301068575579,0.0213196389666977,0.3371029999980237,0.001588899991475,64000,COMPLETE
1,candidate_003,hybrid,2000,2,1,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8431833467850417,0.6902201257861635,0.8894982081901587,0.8076338935871212,0.104286917917142,0.8080923248053393,0.8078898225957049,0.0356105405125012,0.3320022000116296,0.0014807999832555,64000,COMPLETE
1,candidate_004,hybrid,2000,2,1,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7515303845091079,0.5975702108800509,0.8554223274405768,0.7348409742765786,0.1297336919004388,0.7300412667023716,0.7310665006743439,0.056930179479199,0.3365223000582773,0.0014592999941669,64000,COMPLETE
1,candidate_005,hybrid,2000,2,3,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8914259692948218,0.7475892528524107,0.8624675324675324,0.8338275848715883,0.0760751943668726,0.8341263955835703,0.8339558045440398,0.024120759414877,0.4736331000458449,0.0014652999816462,64000,COMPLETE
1,candidate_006,hybrid,2000,2,3,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8740641711229946,0.7004943317008858,0.8903220062494256,0.8216268363577687,0.1052183066965386,0.822762603166756,0.8221807241415084,0.032809420064322,0.4926375000504777,0.0015520000015385,64000,COMPLETE
1,candidate_007,hybrid,2000,2,3,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8899943887001696,0.7385392194012883,0.7273874609937743,0.785307023031744,0.0908332198418666,0.7849290707095675,0.7845730884946572,0.0238354601099699,0.4751453000062611,0.0015015999961178,64000,COMPLETE
1,candidate_008,hybrid,2000,2,3,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8802225871191389,0.698841056310693,0.8098212326835079,0.7962949587044467,0.0914441632660131,0.8040312281135419,0.8033769063180828,0.0364664384272227,0.4893895999994129,0.0015439999988302,64000,COMPLETE
1,candidate_009,hybrid,2000,3,1,0.05,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8410594730892966,0.774072652761492,0.8796972718209009,0.8316097992238966,0.0534426074399736,0.8325025062140377,0.8325811806203963,0.024120759414877,0.514714399992954,0.0017557999817654,96000,COMPLETE
1,candidate_010,hybrid,2000,3,1,0.05,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8263394880294183,0.682592826239381,0.9079953065802122,0.8056425402830039,0.1141176685288613,0.805060835770884,0.8053740014524329,0.0269218798630563,0.2997365000192076,0.0017039999947883,96000,COMPLETE
1,candidate_011,hybrid,2000,3,1,0.1,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8756069419739435,0.6542532775573573,0.8780779240278265,0.8026460478530425,0.128517847574174,0.8038733022974772,0.80366220562299,0.0272071791679634,0.2942958000057842,0.0016827000072225,96000,COMPLETE
